text,topic,stems
"IF Biden gets in, nothing will happen to Hunter or Joe. Barr will do nothing, and the new group of partisan killers coming in will quickly kill it all. Same thing with Durham. We caught them cold, spying, treason &amp; more (the hard part), but “Justice” took too long. Will be DOA!",Topic #1,"['biden', 'get', 'noth', 'happen', 'hunter', 'joe', 'barr', 'noth', 'new', 'group', 'partisan', 'killer', 'come', 'quickli', 'kill', 'thing', 'durham', 'caught', 'cold', 'spi', 'treason', 'amp', 'hard', 'part', 'justic', 'took', 'long', 'doa']"
A big disappointment! https://t.co/esmB5HrJlH,Topic #2,"['big', 'disappoint', 'httpstcoesmb5hrjlh']"
I have been doing this. I agree! https://t.co/1YTTGwxlxx,Topic #2,"['agre', 'httpstco1yttgwxlxx']"
"Who is a worse governor, @BrianKempGA of Georgia or @dougducey of Arizona??? These are two RINO Republicans who fought against me and the Republican Party harder than any Democrat. They allowed states that I won easily to be stolen. Never forget, vote them out of office!",Topic #1,"['wors', 'governor', 'briankempga', 'georgia', 'dougducey', 'arizona', 'two', 'rino', 'republican', 'fought', 'republican', 'parti', 'harder', 'democrat', 'allow', 'state', 'easili', 'stolen', 'never', 'forget', 'vote', 'offic']"
"I WON THE ELECTION IN A LANDSLIDE, but remember, I only think in terms of legal votes, not all of the fake voters and fraud that miraculously floated in from everywhere! What a disgrace!",Topic #1,"['elect', 'landslid', 'rememb', 'think', 'term', 'legal', 'vote', 'fake', 'voter', 'fraud', 'miracul', 'float', 'everywher', 'disgrac']"
"“Justices Alito and Thomas say they would have allowed Texas to proceed with its election lawsuit.” @seanhannity  This is a great and disgraceful miscarriage of justice. The people of the United States were cheated, and our Country disgraced. Never even given our day in Court!",Topic #1,"['justic', 'alito', 'thoma', 'say', 'would', 'allow', 'texa', 'proceed', 'elect', 'lawsuit', 'seanhann', 'great', 'disgrac', 'miscarriag', 'justic', 'peopl', 'unit', 'state', 'cheat', 'countri', 'disgrac', 'never', 'even', 'given', 'day', 'court']"
"Georgia GOP Chair Says ‘We Are Trusting No One,’ Promises ‘Eyes on Every Part’ of Voting Process https://t.co/AzXwby5Qrd via @BreitbartNews  You can’t rely on @BrianKempGA. Unlike other governors for the many states I won, he lost total control. Signature verification???",Topic #1,"['georgia', 'gop', 'chair', 'say', 'trust', 'one', 'promis', 'eye', 'everi', 'part', 'vote', 'process', 'httpstcoazxwby5qrd', 'via', 'breitbartnew', 'cant', 'reli', 'briankempga', 'unlik', 'governor', 'mani', 'state', 'lost', 'total', 'control', 'signatur', 'verif']"
"“We’ve not gotten any court to judge this (the vote) on its merit.” @DanPatrick of Texas. It is a legal disgrace, an embarrassment to the USA!!!",Topic #1,"['weve', 'gotten', 'court', 'judg', 'vote', 'merit', 'danpatrick', 'texa', 'legal', 'disgrac', 'embarrass', 'usa']"
FDA APPROVES PFIZER VACCINE FOR EMERGENCY USE!!!,Topic #2,"['fda', 'approv', 'pfizer', 'vaccin', 'emerg', 'use']"
"....that, after careful study and consideration, think you got “screwed”, something which will hurt them also. Many others likewise join the suit but, within a flash, it is thrown out and gone, without even looking at the many reasons it was brought. A Rigged Election, fight on!",Topic #1,"['care', 'studi', 'consider', 'think', 'got', 'screw', 'someth', 'hurt', 'also', 'mani', 'other', 'likewis', 'join', 'suit', 'within', 'flash', 'thrown', 'gone', 'without', 'even', 'look', 'mani', 'reason', 'brought', 'rig', 'elect', 'fight']"
"So, you’re the President of the United States, and you just went through an election where you got more votes than any sitting President in history, by far - and purportedly lost. You can’t get “standing” before the Supreme Court, so you “intervene” with wonderful states.....",Topic #1,"['your', 'presid', 'unit', 'state', 'went', 'elect', 'got', 'vote', 'sit', 'presid', 'histori', 'far', 'purportedli', 'lost', 'cant', 'get', 'stand', 'suprem', 'court', 'interven', 'wonder', 'state']"
"The Supreme Court really let us down. No Wisdom, No Courage!",Topic #1,"['suprem', 'court', 'realli', 'let', 'us', 'wisdom', 'courag']"
"....The American people deserve answers, better late than never.”  @IngrahamAngle",Topic #1,"['american', 'peopl', 'deserv', 'answer', 'better', 'late', 'never', 'ingrahamangl']"
"“Don’t the voters have to know what the Federal prosecutor’s know. The establishment failed us. The media, congressional leaders, the Democrat Party? No wonder 74 (a pres. record) million Americans voted for Donald Trump, &amp; they still don’t believe the outcome of this election...",Topic #1,"['dont', 'voter', 'know', 'feder', 'prosecutor', 'know', 'establish', 'fail', 'us', 'media', 'congression', 'leader', 'democrat', 'parti', 'wonder', '74', 'pre', 'record', 'million', 'american', 'vote', 'donald', 'trump', 'amp', 'still', 'dont', 'believ', 'outcom', 'elect']"
https://t.co/ofLq3OMicv,Topic #2,['httpstcooflq3omicv']
https://t.co/dx3C7jNE4O,Topic #1,['httpstcodx3c7jne4o']
https://t.co/GgwnkrGz9U,Topic #1,['httpstcoggwnkrgz9u']
"Georgia, where is signature verification approval? What do you have to lose? Must move quickly! @BrianKempGA @GeoffDuncanGA @GaSecofState",Topic #1,"['georgia', 'signatur', 'verif', 'approv', 'lose', 'must', 'move', 'quickli', 'briankempga', 'geoffduncanga', 'gasecofst']"
"If the Supreme Court shows great Wisdom and Courage, the American People will win perhaps the most important case in history, and our Electoral Process will be respected again!",Topic #1,"['suprem', 'court', 'show', 'great', 'wisdom', 'courag', 'american', 'peopl', 'win', 'perhap', 'import', 'case', 'histori', 'elector', 'process', 'respect']"
"If the two Senators from Georgia should lose, which would be a horrible thing for our Country, I am the only thing that stands between “Packing the Court” (last number heard, 25), and preserving it. I will not, under any circumstances, Pack the Court!",Topic #1,"['two', 'senat', 'georgia', 'lose', 'would', 'horribl', 'thing', 'countri', 'thing', 'stand', 'pack', 'court', 'last', 'number', 'heard', '25', 'preserv', 'circumst', 'pack', 'court']"
“Donald Trump must get the credit for the vaccines. It is a miracle.”  @Varneyco,Topic #2,"['donald', 'trump', 'must', 'get', 'credit', 'vaccin', 'miracl', 'varneyco']"
"Now it turns out that the Democrats want the Pack the Court with 26 Justices. This would be terrible, and must be stopped. Even Justice RBG was strongly opposed!",Topic #1,"['turn', 'democrat', 'want', 'pack', 'court', '26', 'justic', 'would', 'terribl', 'must', 'stop', 'even', 'justic', 'rbg', 'strongli', 'oppos']"
"Now that the Biden Administration will be a scandal plagued mess for years to come, it is much easier for the Supreme Court of the United States to follow the Constitution and do what everybody knows has to be done. They must show great Courage &amp; Wisdom. Save the USA!!!",Topic #1,"['biden', 'administr', 'scandal', 'plagu', 'mess', 'year', 'come', 'much', 'easier', 'suprem', 'court', 'unit', 'state', 'follow', 'constitut', 'everybodi', 'know', 'done', 'must', 'show', 'great', 'courag', 'amp', 'wisdom', 'save', 'usa']"
"Now it turns out that my phone call to the President of Ukraine, which many, including me, have called “perfect”, was even better than that. I predicted Biden corruption, said to call the A.G., who perhaps knew of the corruption during the impeachment hoax?",Topic #1,"['turn', 'phone', 'call', 'presid', 'ukrain', 'mani', 'includ', 'call', 'perfect', 'even', 'better', 'predict', 'biden', 'corrupt', 'said', 'call', 'ag', 'perhap', 'knew', 'corrupt', 'impeach', 'hoax']"
I just want to stop the world from killing itself!,Topic #1,"['want', 'stop', 'world', 'kill']"
"The Swine Flu (H1N1), and the attempt for a vaccine by the Obama Administration, with Joe Biden in charge, was a complete and total disaster. Now they want to come in and take over one of the “greatest and fastest medical miracles in modern day history.” I don’t think so!",Topic #2,"['swine', 'flu', 'h1n1', 'attempt', 'vaccin', 'obama', 'administr', 'joe', 'biden', 'charg', 'complet', 'total', 'disast', 'want', 'come', 'take', 'one', 'greatest', 'fastest', 'medic', 'miracl', 'modern', 'day', 'histori', 'dont', 'think']"
"While my pushing the money drenched but heavily bureaucratic @US_FDA saved five years in the approval of NUMEROUS great new vaccines, it is still a big, old, slow turtle. Get the dam vaccines out NOW, Dr. Hahn @SteveFDA. Stop playing games and start saving lives!!!",Topic #2,"['push', 'money', 'drench', 'heavili', 'bureaucrat', 'usfda', 'save', 'five', 'year', 'approv', 'numer', 'great', 'new', 'vaccin', 'still', 'big', 'old', 'slow', 'turtl', 'get', 'dam', 'vaccin', 'dr', 'hahn', 'stevefda', 'stop', 'play', 'game', 'start', 'save', 'live']"
"No war with North Korea, tamed fighting in Idlib Province and many other places. NO WARS STARTED BY U.S., Troop removals all over, and so much more. Thank you Larry! https://t.co/NziA99ZqXY",Topic #2,"['war', 'north', 'korea', 'tame', 'fight', 'idlib', 'provinc', 'mani', 'place', 'war', 'start', 'us', 'troop', 'remov', 'much', 'thank', 'larri', 'httpstconzia99zqxi']"
https://t.co/Om3mPWObcY,Topic #1,['httpstcoom3mpwobci']
https://t.co/PfJmvWYSp7,Topic #1,['httpstcopfjmvwysp7']
https://t.co/0vXBKB8Nxb,Topic #1,['httpstco0vxbkb8nxb']
https://t.co/z82rCee6jS,Topic #1,['httpstcoz82rcee6j']
https://t.co/7Qslc09ZgH,Topic #2,['httpstco7qslc09zgh']
https://t.co/jauftZY0mM,Topic #1,['httpstcojauftzy0mm']
"Why didn’t the Fake News Media, the FBI and the DOJ report the Biden matter BEFORE the Election. Oh well, it’s OK, we won the Election anyway - 75,000,000 VOTES!!!",Topic #1,"['didnt', 'fake', 'news', 'media', 'fbi', 'doj', 'report', 'biden', 'matter', 'elect', 'oh', 'well', 'ok', 'elect', 'anyway', '75000000', 'vote']"
Tremendous support from all over the Country. All we ask is COURAGE &amp; WISDOM from those that will be making one of the most important decisions in our Country’s history. God bless you!,Topic #1,"['tremend', 'support', 'countri', 'ask', 'courag', 'amp', 'wisdom', 'make', 'one', 'import', 'decis', 'countri', 'histori', 'god', 'bless']"
"19 states are fighting for us, almost unheard of support!",Topic #1,"['19', 'state', 'fight', 'us', 'almost', 'unheard', 'support']"
"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!",Topic #1,"['presidenti', 'candid', 'ever', 'came', 'even', 'close', 'lose', 'elect', 'iowa', 'florida', 'ohio', 'three', 'lot']"
"So true, a must read! https://t.co/DMP4vs5HV2",Topic #1,"['true', 'must', 'read', 'httpstcodmp4vs5hv2']"
https://t.co/F9A3hwE7dS,Topic #1,['httpstcof9a3hwe7d']
https://t.co/hab5WLhtrI,Topic #1,['httpstcohab5wlhtri']
Morocco recognized the United States in 1777.  It is thus fitting we recognize their sovereignty over the Western Sahara.,Topic #5,"['morocco', 'recogn', 'unit', 'state', '1777', 'thu', 'fit', 'recogn', 'sovereignti', 'western', 'sahara']"
Another HISTORIC breakthrough today! Our two GREAT friends Israel and the Kingdom of Morocco have agreed to full diplomatic relations – a massive breakthrough for peace in the Middle East!,Topic #2,"['anoth', 'histor', 'breakthrough', 'today', 'two', 'great', 'friend', 'israel', 'kingdom', 'morocco', 'agre', 'full', 'diplomat', 'relat', 'massiv', 'breakthrough', 'peac', 'middl', 'east']"
"Today, I signed a proclamation recognizing Moroccan sovereignty over the Western Sahara.  Morocco's serious, credible, and realistic autonomy proposal is the ONLY basis for a just and lasting solution for enduring peace and prosperity!",Topic #5,"['today', 'sign', 'proclam', 'recogn', 'moroccan', 'sovereignti', 'western', 'sahara', 'morocco', ""'"", 'seriou', 'credibl', 'realist', 'autonomi', 'propos', 'basi', 'last', 'solut', 'endur', 'peac', 'prosper']"
"Great. Most corrupt Election in history, by far. We won!!! https://t.co/nGMMaRQmz8",Topic #1,"['great', 'corrupt', 'elect', 'histori', 'far', 'httpstcongmmarqmz8']"
Voter Fraud! https://t.co/6mLqg6rmIZ,Topic #1,"['voter', 'fraud', 'httpstco6mlqg6rmiz']"
"....The fact that our Country is being stolen. A coup is taking place in front of our eyes, and the public can’t take this anymore.” A Trump fan at Georgia Rally on @OANN  Bad!",Topic #1,"['fact', 'countri', 'stolen', 'coup', 'take', 'place', 'front', 'eye', 'public', 'cant', 'take', 'anymor', 'trump', 'fan', 'georgia', 'ralli', 'oann', 'bad']"
"“People are upset, and they have a right to be. Georgia not only supported Trump in 2016, but now. This is the only State in the Deep South that went for Biden? Have they lost their minds? This is going to escalate dramatically. This is a very dangerous moment in our history....",Topic #1,"['peopl', 'upset', 'right', 'georgia', 'support', 'trump', '2016', 'state', 'deep', 'south', 'went', 'biden', 'lost', 'mind', 'go', 'escal', 'dramat', 'danger', 'moment', 'histori']"
"“Donald Trump won by a landslide, and they stole it from him!” @seanhannity",Topic #1,"['donald', 'trump', 'landslid', 'stole', 'seanhann']"
How does Governor @BrianKempGA allow certification of votes without verifying signatures and despite the recently released tape of ballots being stuffed? His poll numbers have dropped like a rock. He is finished as governor! @RepDougCollins,Topic #1,"['governor', 'briankempga', 'allow', 'certif', 'vote', 'without', 'verifi', 'signatur', 'despit', 'recent', 'releas', 'tape', 'ballot', 'stuf', 'poll', 'number', 'drop', 'like', 'rock', 'finish', 'governor', 'repdougcollin']"
How can you give an election to someone who lost the election by hundreds of thousands of legal votes in each of the swing states. How can a country be run by an illegitimate president?,Topic #1,"['give', 'elect', 'someon', 'lost', 'elect', 'hundr', 'thousand', 'legal', 'vote', 'swing', 'state', 'countri', 'run', 'illegitim', 'presid']"
The Supreme Court has a chance to save our Country from the greatest Election abuse in the history of the United States. 78% of the people feel (know!) the Election was RIGGED.,Topic #1,"['suprem', 'court', 'chanc', 'save', 'countri', 'greatest', 'elect', 'abus', 'histori', 'unit', 'state', '78', 'peopl', 'feel', 'know', 'elect', 'rig']"
WISDOM &amp; COURAGE!!!,Topic #1,"['wisdom', 'amp', 'courag']"
“10% of voters would have changed their vote if they knew about Hunter Biden.” Miranda Devine @nypost @TuckerCarlson  But I won anyway!,Topic #1,"['10', 'voter', 'would', 'chang', 'vote', 'knew', 'hunter', 'biden', 'miranda', 'devin', 'nypost', 'tuckercarlson', 'anyway']"
"“If you’re looking for Election Rigging, look no further. That’s what this is. They kept information from the public in order to influence the outcome of the Election. They RIGGED it.” @TuckerCarlson",Topic #1,"['your', 'look', 'elect', 'rig', 'look', 'that', 'kept', 'inform', 'public', 'order', 'influenc', 'outcom', 'elect', 'rig', 'tuckercarlson']"
Wow! At least 17 States have joined Texas in the extraordinary case against the greatest Election Fraud in the history of the United States. Thank you!,Topic #1,"['wow', 'least', '17', 'state', 'join', 'texa', 'extraordinari', 'case', 'greatest', 'elect', 'fraud', 'histori', 'unit', 'state', 'thank']"
"At 10:00 P.M. on Election Evening, we were at 97% win with the so-called “bookies”.",Topic #1,"['1000', 'pm', 'elect', 'even', '97', 'win', 'socal', 'booki']"
"If somebody cheated in the Election, which the Democrats did, why wouldn’t the Election be immediately overturned? How can a Country be run like this?",Topic #1,"['somebodi', 'cheat', 'elect', 'democrat', 'wouldnt', 'elect', 'immedi', 'overturn', 'countri', 'run', 'like']"
#OVERTURN,Topic #1,['overturn']
